,composer,details_url,duration,filename_xml,genre,hasError,key,name,primary_time_signature,secondary_time_signatures,source_url,tempo,year
10,J. S. Bach,piece-info.cgi?id=2009,54.857142857142854,../data/output/c6541f31073a5c212aa377571a922ac49ad1f1ec.xml,Baroque,False,B- major,"Gott, wie gross ist deine Güte",4/4,[],,70.0,1736
11,J. S. Bach,piece-info.cgi?id=1006,23.0,../data/output/d648c9718c350ee9a9b298fb62194760e14d33f4.xml,Baroque,False,F major,"Chorale setting ""Gib dich zufrieden und sei stille"" in F major",4/4,[],,240.0, 
12,J. Ascher,piece-info.cgi?id=449,368.9946428571429,../data/output/67ca3f25108105952d7a4d21ec4556acc62bb7c4.xml,Song,True,C# major,"Alice, Where Art Thou?",4/4,[],,60.0,1890s?
13,J. S. Bach,piece-info.cgi?id=1009,44.0,../data/output/0392d3dec2c4ee41ae00e70bcbd5d14977846595.xml,Baroque,False,g minor,"Chorale setting ""Gib dich zufrieden und sei stille"" in D minor",4/4,[],,60.0, 
14,J. S. Bach,piece-info.cgi?id=1622,64.0,../data/output/4bb32ec6d8238495bd4e68f8f0fd0632fa86dd7e.xml,Baroque,False,f minor,Aria “Warum betrübst du dich”,4/4,[],,60.0, 
15,J. S. Bach,piece-info.cgi?id=78,27.428571428571427,../data/output/3c189b2a42a44e324865650dced912b83991550f.xml,Baroque,False,d minor,Aria,4/4,[],,105.0, 
16,J. S. Bach,piece-info.cgi?id=1010,44.0,../data/output/b9bfe0722983ba29d950b30f8190c3c01267e6f3.xml,Baroque,False,e minor,"Chorale setting ""Gib dich zufrieden und sei stille"" in E minor",4/4,[],,60.0, 
17,J. S. Bach,piece-info.cgi?id=40,66.0,../data/output/3b0f375e5a7e2c34b790a469fcf13abecc4f4b77.xml,Baroque,False,C major,Invention 1,4/4,[],,80.0, 
18,J. S. Bach,piece-info.cgi?id=58,101.25,../data/output/5c0ece9743c199a0ee735a651b2a3b0bad863404.xml,Baroque,False,c minor,Invention 2,4/4,[],,64.0, 
19,J. S. Bach,piece-info.cgi?id=70,67.5,../data/output/6a32fe1b96da5612561f05c3b98f121e29e19fc0.xml,Baroque,False,D major,Invention 3,4/4,[],,80.0, 
20,J. S. Bach,piece-info.cgi?id=67,52.0,../data/output/97717acafe3e7ddb4a085432636f807bc7597581.xml,Baroque,False,d minor,Invention 4,4/4,[],,90.0, 
21,J. S. Bach,piece-info.cgi?id=55,73.14285714285714,../data/output/03e0f5ed4d6ecbfb5816399a5d791555ac97231d.xml,Baroque,False,E- major,Invention 5,4/4,[],,105.0, 
22,J. S. Bach,piece-info.cgi?id=159,139.5,../data/output/f168ac7d02608c3b532d9455d2c90a22377f35ed.xml,Baroque,False,E major,Invention 6,4/4,[],,40.0, 
23,J. S. Bach,piece-info.cgi?id=73,61.33333333333333,../data/output/434ee817d627daf6a00bab7819406a84f2e3a6b6.xml,Baroque,False,e minor,Invention 7,4/4,[],,90.0, 
24,J. S. Bach,piece-info.cgi?id=61,68.0,../data/output/3dc72d5abdea704c8dcb4a9c30aa23a1be2a2c10.xml,Baroque,False,F major,Invention 8,4/4,[],,90.0, 
25,J. S. Bach,piece-info.cgi?id=62,50.23255813953489,../data/output/1fd984ba1883e9902abdd8eb50e33b337d57b7d4.xml,Baroque,False,G major,Invention 10,4/4,[],,172.0, 
26,J. S. Bach,piece-info.cgi?id=171,65.1063829787234,../data/output/99c0849943814f1dfb32f9c40b8554d77244120e.xml,Baroque,False,f minor,Invention 9,4/4,[],,94.0, 
27,J. S. Bach,piece-info.cgi?id=59,60.0,../data/output/f8513ddbb9f5a3edaf8bd2b959bff2219af7d40b.xml,Baroque,False,a minor,Invention 13,4/4,[],,100.0, 
28,J. S. Bach,piece-info.cgi?id=174,70.0,../data/output/415863525db4ed01023c78a27560bdd06a8c92c1.xml,Baroque,False,A major,Invention 12,4/4,[],,108.0, 
29,J. S. Bach,piece-info.cgi?id=71,64.94117647058825,../data/output/9b0ba3305530b452cf86c6f43b0f57608c6db814.xml,Baroque,False,g minor,Invention 11,4/4,[],,85.0, 
30,J. S. Bach,piece-info.cgi?id=68,50.285714285714285,../data/output/501c81b049ffcca27b75ec9003fdda006903bd29.xml,Baroque,False,b minor,Invention 15,4/4,[],,105.0, 
31,J. S. Bach,piece-info.cgi?id=72,73.84615384615385,../data/output/12fb0382be1c9c1a72ff3858ffc80078bbef8037.xml,Baroque,False,B- major,Invention 14,4/4,[],,65.0, 
32,J. S. Bach,piece-info.cgi?id=142,72.0,../data/output/845d0243dffe1c44c9d966faf76c27cb1ed613fa.xml,Baroque,False,C major,Sinfonia 1,4/4,[],,70.0, 
33,J. S. Bach,piece-info.cgi?id=140,96.0,../data/output/36aa8b7e5167ea3bac97e1fb90e888bc5cee102e.xml,Baroque,False,c minor,Sinfonia 2,4/4,[],,120.0, 
34,J. S. Bach,piece-info.cgi?id=172,92.0,../data/output/5e0e2995199be953a4d407be7e06568a933b5da9.xml,Baroque,False,d minor,Sinfonia 4,4/4,[],,60.0, 
35,J. S. Bach,piece-info.cgi?id=143,85.71428571428571,../data/output/fa819cc60566e865562ffaecf97912f1162653af.xml,Baroque,False,D major,Sinfonia 3,4/4,[],,70.0, 
36,J. S. Bach,piece-info.cgi?id=204,124.36363636363636,../data/output/bc1f07411c245add3d82feb091830542a329e118.xml,Baroque,False,f minor,Sinfonia 5,4/4,[],,55.0, 
37,J. S. Bach,piece-info.cgi?id=175,99.0,../data/output/dc5bcaffbaac9f18ab4094827c27657f64e78cba.xml,Baroque,False,e minor,Sinfonia 7,4/4,[],,80.0, 
38,J. S. Bach,piece-info.cgi?id=176,69.0,../data/output/22f2ea44a68816529b7f5f7ea4806d278ae65fef.xml,Baroque,False,d minor,Sinfonia 8,4/4,[],,80.0, 
39,J. S. Bach,piece-info.cgi?id=173,85.15384615384616,../data/output/546e77e420bfce1425c0309e3d327c517cd58434.xml,Baroque,False,c# minor,Sinfonia 6,4/4,[],,130.0, 
40,J. S. Bach,piece-info.cgi?id=205,84.85714285714285,../data/output/269f8cb20046867df551b686a015c98269325f0e.xml,Baroque,False,G major,Sinfonia 10,4/4,[],,70.0, 
41,J. S. Bach,piece-info.cgi?id=199,120.0,../data/output/537688d173f52c3a7fd3371a57cdec22d5661285.xml,Baroque,False,f minor,Sinfonia 9,4/4,[],,70.0, 
42,J. S. Bach,piece-info.cgi?id=200,108.0,../data/output/c166fd0ba51d6c853e8ede37fe862ade7b9c417a.xml,Baroque,False,g minor,Sinfonia 11,4/4,[],,60.0, 
43,J. S. Bach,piece-info.cgi?id=144,93.0,../data/output/438744898d9dd26245be2b2ec74d9d421becbf6d.xml,Baroque,False,f# minor,Sinfonia 12,4/4,[],,80.0, 
44,J. S. Bach,piece-info.cgi?id=145,87.75,../data/output/97e9dac5bcf9be6130f05db26622fe9f0c3ca567.xml,Baroque,False,b minor,Sinfonia 15,4/4,[],,60.0, 
45,J. S. Bach,piece-info.cgi?id=206,104.72727272727272,../data/output/557374077e70634b194fefe889868427c56a466f.xml,Baroque,False,a minor,Sinfonia 13,4/4,[],,55.0, 
46,J. S. Bach,piece-info.cgi?id=213,72.0,../data/output/e12a7e45bc28a3766d884829bbe73ef8c6543870.xml,Baroque,False,B- major,Sinfonia 14,4/4,[],,80.0, 
47,J. S. Bach,piece-info.cgi?id=86,46.95652173913044,../data/output/0ca4d501eb53acf79faff0a3890774b579c47613.xml,Baroque,False,a minor,English Suite I: Bourree II,4/4,[],,184.0, 
48,J. S. Bach,piece-info.cgi?id=85,65.21739130434783,../data/output/08c795dd66dc0b2c89fccdb9be513f8e65d9ff51.xml,Baroque,False,A major,English Suite I: Bourree I,4/4,[],,184.0, 
49,J. S. Bach,piece-info.cgi?id=82,74.34782608695652,../data/output/8c9530c40476c79017a99ce869af39df2c8b228e.xml,Baroque,False,a minor,English Suite II: Bourree I,4/4,[],,184.0, 
50,J. S. Bach,piece-info.cgi?id=83,31.304347826086957,../data/output/34399252bc8910ddcb0cb3248d34361d1bb2bdbd.xml,Baroque,False,A major,English Suite II: Bourree II,4/4,[],,184.0, 
51,J. S. Bach,piece-info.cgi?id=84,49.26315789473684,../data/output/ae2a956a254d53d83ca99231229989b6a0b41836.xml,Baroque,False,a minor,English Suite II: Gigue,4/4,[],,285.0, 
52,J. S. Bach,piece-info.cgi?id=100,,../data/output/a6f17d57b60dd50110656ed401c5ca07fd4eb173.xml,Baroque,True,,French Suite no. 3 in B minor,,,,,1722
53,J. S. Bach,piece-info.cgi?id=474,,../data/output/a1c5a30b4cd2846ede7a585e5ec236183336d64b.xml,Baroque,True,,Six Partitas (Clavierubung part I): No. 1,,,,,1731
54,J. S. Bach,piece-info.cgi?id=99,,../data/output/4400967b1f564ef7cc8e373320a1e075007be0a1.xml,Baroque,True,,French Suite no. 5 in G major,,,,,1722
55,J. S. Bach,piece-info.cgi?id=1935,,../data/output/9bfa9e8d88a6ee109e3bc7b3adfb8839827aba21.xml,Baroque,True,,French Suite no. 6 in E major,,,,,1722
56,J. S. Bach,piece-info.cgi?id=602,,../data/output/67a0c2e35f1a07fa03e5ab3e378cbe7106fa63e0.xml,Baroque,True,,Six Partitas (Clavierubung part I): No. 2,,,,,1731
57,J. S. Bach,piece-info.cgi?id=421,,../data/output/12065e585d1e8dbc790baf6dee9da9314b6d58c3.xml,Baroque,True,,Six Partitas (Clavierubung part I): No. 5,,,,,1731
58,J. S. Bach,piece-info.cgi?id=1080,,../data/output/2c0c0ef3284e211834eb92ceef722e90d9bc88ab.xml,Baroque,True,,Keyboard partita in A minor,,,,, 
59,J. S. Bach,piece-info.cgi?id=4,98.18181818181817,../data/output/e5847a0dfb64a7a9cd91be572d169241e9112e15.xml,Baroque,False,C major,"Das Wohltemperierte Clavier I, Fuga I",4/4,[],,66.0, 
60,J. S. Bach,piece-info.cgi?id=1497,,../data/output/0f59a48d830e2ed1f9200361da148e1e3455c1e5.xml,Baroque,True,,Keyboard partita in E minor,,,,, 
61,J. S. Bach,piece-info.cgi?id=5,140.0,../data/output/98a3d07ec08611172e2b3eaddb1836699c530e5f.xml,Baroque,False,C major,"Das Wohltemperierte Clavier I, Praeludium I",4/4,[],,60.0, 
62,J. S. Bach,piece-info.cgi?id=550,79.0,../data/output/0bd9dd5dec42c1e862e34745e85e3b69eeb36172.xml,Baroque,False,c minor,"Das Wohltemperierte Clavier I, Praeludium II",4/4,[],,120.0, 
63,J. S. Bach,piece-info.cgi?id=561,65.0,../data/output/2b822a1d0375e69125a69e349ad12545b00d6ee9.xml,Baroque,False,C# major,"Das Wohltemperierte Clavier I, Praeludium III",4/4,[],,144.0, 
64,J. S. Bach,piece-info.cgi?id=569,137.5,../data/output/6445896d0e2f25a53b678541c9564ee251e4a511.xml,Baroque,False,C# major,"Das Wohltemperierte Clavier I, Fuga III",4/4,[],,96.0, 
65,J. S. Bach,piece-info.cgi?id=1941,97.89473684210526,../data/output/390a9637976cb0f1bdb740abce167d692ae3becd.xml,Baroque,False,c minor,"Das Wohltemperierte Clavier I, Fuga II",4/4,[],,76.0, 
66,J. S. Bach,piece-info.cgi?id=562,130.0,../data/output/2b8933b7ad12a7f4185fcc49d055baff2dc209d7.xml,Baroque,False,c# minor,"Das Wohltemperierte Clavier I, Praeludium IV",4/4,[],,108.0, 
67,J. S. Bach,piece-info.cgi?id=1496,140.0,../data/output/aa08839aa14842315923c369fe53f200872d02da.xml,Baroque,False,D major,"Das Wohltemperierte Clavier I, Praeludium V",4/4,[],,60.0, 
68,J. S. Bach,piece-info.cgi?id=596,246.42857142857142,../data/output/6c058ff7be9426caeb24ec42c6d44002d37a94e0.xml,Baroque,False,c# minor,"Das Wohltemperierte Clavier I, Fuga IV",4/4,[],,112.0, 
69,J. S. Bach,piece-info.cgi?id=988,96.58536585365853,../data/output/2cd772536230747ab1b719f37a63760a02b187a9.xml,Classical,False,d minor,"Das Wohltemperierte Clavier I, Fuga VI",4/4,[],,82.0,18th Century
70,J. S. Bach,piece-info.cgi?id=538,94.54545454545455,../data/output/a9c428d66b21653a35c6b49eade224872503b833.xml,Baroque,False,d minor,"Das Wohltemperierte Clavier I, Praeludium VI",4/4,[],,66.0,18th C.
71,J. S. Bach,piece-info.cgi?id=563,180.0,../data/output/f1c00d17a52b65b7a253ed72a64f7e1fb237129d.xml,Baroque,False,e- minor,"Das Wohltemperierte Clavier I, Praeludium VIII",4/4,[],,80.0, 
72,J. S. Bach,piece-info.cgi?id=597,282.1621621621622,../data/output/717fe0bffd4f03ff5985bf83ae7d5dedc455f36f.xml,Baroque,False,e- minor,"Das Wohltemperierte Clavier I, Fuga VIII",4/4,[],,74.0, 
73,J. S. Bach,piece-info.cgi?id=546,63.0,../data/output/cc0a7019e7588c72e66465339a99d4e07ed75e74.xml,Baroque,False,e minor,"Das Wohltemperierte Clavier I, Fuga X",4/4,[],,120.0,18th C.
74,J. S. Bach,piece-info.cgi?id=1791,86.39999999999999,../data/output/e0bb0a5d1bb402f11cab8e051948375742e5c977.xml,Baroque,False,E major,Praeludium IX,4/4,[],,100.0,around 1722
75,J. S. Bach,piece-info.cgi?id=545,118.0,../data/output/607cb4b05e7fbc5e82405e35f11202e9667a329d.xml,Baroque,False,e minor,"Das Wohltemperierte Clavier I, Praeludium X",4/4,[],,66.0,18th C.
76,J. S. Bach,piece-info.cgi?id=963,62.3076923076923,../data/output/c0cc225a0ec261222094d682add00498cc3227c9.xml,Classical,False,d minor,"Das Wohltemperierte Clavier I, Praeludium XI",4/4,[],,104.0,18th Century
77,J. S. Bach,piece-info.cgi?id=964,70.43478260869566,../data/output/ef97cf85e7a600db7e8df78f3b6d0db6c6e84635.xml,Classical,False,F major,"Das Wohltemperierte Clavier I, Fuga XI",4/4,[],,92.0,18th Century
78,J. S. Bach,piece-info.cgi?id=605,227.6470588235294,../data/output/ee13e141a2da481230ebeba8939c22a34ec2c4d7.xml,Baroque,False,G major,"Das Wohltemperierte Clavier I, Fuga XV",4/4,[],,68.0,18th C.
79,J. S. Bach,piece-info.cgi?id=604,69.0909090909091,../data/output/2b22b8d1c54f488761fa0e296e1fd1caf11f92eb.xml,Baroque,False,G major,"Das Wohltemperierte Clavier I, Praeludium XV",4/4,[],,66.0,18th C.
80,J. S. Bach,piece-info.cgi?id=805,120.0,../data/output/dab381ef2361fa958d8af064d91c815390c3c7db.xml,Classical,False,g minor,"Das Wohltemperierte Clavier I, Fuga XVI",4/4,[],,68.0,18th Century
81,J. S. Bach,piece-info.cgi?id=806,168.88888888888889,../data/output/766be62d11ba7d1e5c8513d5109a45bc28185fef.xml,Classical,False,g minor,"Das Wohltemperierte Clavier I, Praeludium XVI",4/4,[],,27.0,18th Century
82,J. S. Bach,piece-info.cgi?id=1375,140.0,../data/output/159015229f79d2698080484edff1f9746243c9ed.xml,Baroque,False,A- major,"Das Wohltemperierte Clavier I, Fuga XVII",4/4,[],,60.0, 
83,J. S. Bach,piece-info.cgi?id=670,71.32075471698113,../data/output/bb22a0d5c04ea12b51ce8822b04118935cead18c.xml,Classical,False,a minor,"Das Wohltemperierte Clavier I, Praeludium XX",4/4,[],,106.0,18th Century
84,J. S. Bach,piece-info.cgi?id=1045,73.33333333333334,../data/output/83af118da3412ecf1cfd029a3a2c5e443742aada.xml,Baroque,False,A- major,"Das Wohltemperierte Clavier I, Praeludium XVII",4/4,[],,108.0, 
85,J. S. Bach,piece-info.cgi?id=1563,304.0,../data/output/a98cf5a7fcf624eaff305a9725c4934593cb4f92.xml,Baroque,False,b minor,"Das Wohltemperierte Clavier I, Fuga XXIV",4/4,[],,60.0, 
86,J. S. Bach,piece-info.cgi?id=2049,125.33333333333333,../data/output/2a913f37aa16dbe448a4eec34463d4d584b96cc8.xml,Baroque,False,b minor,"Das Wohltemperierte Clavier I, Praeludium 24",4/4,[],,90.0, 
87,J. S. Bach,piece-info.cgi?id=209,166.0,../data/output/2ca5e3af95d2625f58935f1d727c2d306c9aa25e.xml,Baroque,False,C major,"Das Wohltemperierte Clavier II, Fuga I",4/4,[],,60.0, 
88,J. S. Bach,piece-info.cgi?id=9,115.86206896551725,../data/output/7e44849d3645ab335e3c5870cfe835c569b3d52b.xml,Baroque,False,c minor,"Das Wohltemperierte Clavier II, Fuga II",4/4,[],,58.0, 
89,J. S. Bach,piece-info.cgi?id=316,56.0,../data/output/3ad5c6d30f6e94a0863a7382f3895cf1419819f9.xml,Baroque,False,c minor,"Das Wohltemperierte Clavier II, Praeludium II",4/4,[],,120.0, 
90,J. S. Bach,piece-info.cgi?id=807,274.7368421052632,../data/output/f6e11f1a03f7f436265dfc47fc1deb7c059694ff.xml,Classical,False,a minor,"Das Wohltemperierte Clavier I, Fuga XX",4/4,[],,76.0,18th Century
91,J. S. Bach,piece-info.cgi?id=974,91.5,../data/output/222ea2855b9ac04428fe6d49a0fc921f76a59bb9.xml,Baroque,False,d minor,"Das Wohltemperierte Clavier II, Praeludium VI",4/4,[],,120.0, 
92,J. S. Bach,piece-info.cgi?id=1328,172.0,../data/output/2d4bef4bd9d19715a3671c652304d2fdf1fd797c.xml,Baroque,False,E major,"Das Wohltemperierte Clavier II, Fuga IX",4/4,[],,120.0, 
93,J. S. Bach,piece-info.cgi?id=492,113.33333333333334,../data/output/4765a1baf3d7d08c1765ad952af8bb2c44b14e4b.xml,Baroque,False,a minor,Preludio con Fuga,4/4,[],,72.0, 
94,J. S. Bach,piece-info.cgi?id=1028,46.66666666666667,../data/output/1d66ae1a12de1fd80bc54b2028e0bfc1045974cc.xml,Baroque,False,C major,Prelude,4/4,[],,72.0, 
95,J. S. Bach,piece-info.cgi?id=69,61.71428571428571,../data/output/725e720a2cbfef5a2f793fd5c56b9cf5c23a7176.xml,Baroque,False,d minor,Praeludium 2,4/4,[],,140.0,1720
96,J. S. Bach,piece-info.cgi?id=63,67.76470588235294,../data/output/89fc48c7a1d818c3c0babe5535203eb0bfe4cf7a.xml,Baroque,False,F major,Praeludium 10,4/4,[],,85.0, 
97,J. S. Bach,piece-info.cgi?id=493,83.47826086956522,../data/output/9807f4fd803fe153ee156f1676a588bcaf24430b.xml,Baroque,False,d minor,Petite Prélude No. 9,4/4,[],,69.0, 
98,J. S. Bach,piece-info.cgi?id=1826,,../data/output/f6fd3b393b4904b26f00ea9805edb5859373b60b.xml,Baroque,True,,Italian Concerto,,,,, 
99,J. S. Bach,piece-info.cgi?id=254,136.0,../data/output/2422dc76764a3a2ba06805cf19656372c78140a9.xml,Baroque,False,C major,Fugue in C major,4/4,[],,60.0, 
100,J. S. Bach,piece-info.cgi?id=1389,116.36363636363636,../data/output/883517c7135bdf82a46fec014d829cfcf5c8cb85.xml,Baroque,False,g minor,Goldberg Variations - 15,4/4,[],,33.0,1741
101,J. S. Bach,piece-info.cgi?id=66,22.58823529411765,../data/output/9f39ac9703dcbe9da55994e99e28c36257e4fdea.xml,Baroque,False,G major,Applicatio,4/4,[],,85.0, 
102,J. S. Bach,piece-info.cgi?id=1476,417.0,../data/output/549b44512d1b40fce0919063698d7dcae8f126fd.xml,Baroque,False,E major,BWV 1006a - Prélude,4/4,[],,60.0, 
103,J. S. Bach,piece-info.cgi?id=1477,150.0,../data/output/56f530ffdb5db54f7cc94aa9c178719ab9965a65.xml,Baroque,False,E major,BWV 1006a - Loure,4/4,[],,60.0, 
104,J. S. Bach,piece-info.cgi?id=1480,400.0,../data/output/99947bf67f511297e8ee88c8c002b42a2dde651e.xml,Baroque,False,E major,BWV 1006a - Gavotte en Rondeau,4/4,[],,60.0, 
105,J. S. Bach,piece-info.cgi?id=1481,102.0,../data/output/082c1b94cbef94900c138c983a81e656974f4269.xml,Baroque,False,E major,BWV 1006a - Menuet I,4/4,[],,60.0, 
106,J. S. Bach,piece-info.cgi?id=1482,96.0,../data/output/a41e7ca1005544ebfd3d4a2f3540ec78d297e050.xml,Baroque,False,E major,BWV 1006a - Menuet II,4/4,[],,60.0, 
107,J. S. Bach,piece-info.cgi?id=1484,99.0,../data/output/5128797e3c3184a53345437692a0a123f83a42f6.xml,Baroque,False,E major,BWV 1006a - Gigue,4/4,[],,60.0, 
108,J. S. Bach,piece-info.cgi?id=1483,148.0,../data/output/0339e8fc2d9b240ebdea3027f4e08342d4826342.xml,Baroque,False,E major,BWV 1006a - Bourrée,4/4,[],,60.0, 
109,J. S. Bach,piece-info.cgi?id=693,156.0,../data/output/bf005adcf1b0ec36b8f04c9be9dc298344ae55fe.xml,Baroque,False,d minor,"Die Kunst der Fuge, Contrapunctus I",4/4,[],,120.0,?-1750
110,J. S. Bach,piece-info.cgi?id=74,48.0,../data/output/648d4f60a330a61ca0a23456e305dce9037aac5c.xml,Baroque,False,F major,Menuet,4/4,[],,120.0, 
111,J. S. Bach,piece-info.cgi?id=749,268.3636363636363,../data/output/02b49bc1775828b5bc45e3a07d6cabd589aa9dd8.xml,Baroque,False,d minor,"Die Kunst der Fuge, Contrapunctus XIV - Canon alla Decima",4/4,[],,110.0,?-1750
112,J. S. Bach,piece-info.cgi?id=752,,../data/output/27ebce462f5c51dfb58627ddd3452cb526ed1307.xml,Baroque,True,,"Die Kunst der Fuge, Contrapunctus XVII - Fuga a 2 Clav. (rectus, inversus)",,,,,?-1750
113,J. S. Bach,piece-info.cgi?id=690,370.0,../data/output/646015b41844cc937aeac5053cdc2579f3ba86d2.xml,Baroque,False,c minor,"Musicalisches Opfer, Ricercare",4/4,[],,120.0,1747
114,J. S. Bach,piece-info.cgi?id=702,412.0,../data/output/827a84a00773573097111d5691925fa0c06bc32a.xml,Baroque,False,c minor,"Musikalisches Opfer, Ricercare a 6",4/4,[],,120.0,1747
115,J. S. Bach,piece-info.cgi?id=746,268.5,../data/output/aa8d116e8dd52a53774c668179aed393dcf4ef7b.xml,Baroque,False,d minor,"Die Kunst der Fuge, Contrapunctus XII - Canon alla Ottava",4/4,[],,90.0,?-1750
116,J. S. Bach,piece-info.cgi?id=748,232.0,../data/output/4252a0b282e122bfef1c3c3add9b1b7ff1c6cb70.xml,Baroque,False,d minor,"Die Kunst der Fuge, Contrapunctus XIII - Canon alla Duodecima",4/4,[],,150.0,?-1750
117,J. S. Bach,piece-info.cgi?id=75,41.14285714285714,../data/output/148a67888e5b92d4995c6cbb5e07e3ce5199145d.xml,Baroque,False,G major,Menuet,4/4,[],,140.0,1725
118,J. S. Bach,piece-info.cgi?id=76,41.14285714285714,../data/output/8012779c3bc47116e627adb9a6700bf4edc58761.xml,Baroque,False,g minor,Menuet,4/4,[],,140.0, 
119,J. S. Bach,piece-info.cgi?id=77,57.599999999999994,../data/output/b9b05eda31f192ce5772c9cf3e0c4a447812fc56.xml,Baroque,False,G major,Menuet,4/4,[],,125.0, 
120,J. S. Bach,piece-info.cgi?id=1015,48.0,../data/output/c1f0ab0a47eef56f537336dc0bd32e0ebd2a33ff.xml,Baroque,False,F major,Polonaise in F major,4/4,[],,60.0, 
121,J. S. Bach,piece-info.cgi?id=1016,48.0,../data/output/6487e85756942a6b40c44380793bf63d4f6b6f23.xml,Baroque,False,g minor,Polonaise in G minor,4/4,[],,60.0, 
122,J. S. Bach,piece-info.cgi?id=1014,78.0,../data/output/96715cd9a7a791505f69ad52aa463bed257a348d.xml,Baroque,False,B- major,Minuet in B-flat major,4/4,[],,60.0, 
123,J. S. Bach,piece-info.cgi?id=1612,65.25,../data/output/17825cf50f23c2c9b60bcf5de6d3f9cf8658dde0.xml,Baroque,False,a minor,Minuet in A minor,4/4,[],,80.0, 
124,J. S. Bach,piece-info.cgi?id=1613,40.0,../data/output/5964ba7b7797d6fcf3f58db2f08da861c553d309.xml,Baroque,False,c minor,Minuet in C minor,4/4,[],,108.0, 
125,J. S. Bach,piece-info.cgi?id=79,20.0,../data/output/c1e571558a8c04d441388ed196e5dad52d2054bf.xml,Baroque,False,D major,Musette,4/4,[],,120.0, 
126,J. S. Bach,piece-info.cgi?id=1614,72.5,../data/output/86c382b986df64945683a5c0e870ba8aee07c878.xml,Baroque,False,E- major,March in E-flat major,4/4,[],,96.0, 
127,J. S. Bach,piece-info.cgi?id=1615,45.0,../data/output/5b966419a562a1fe34a89c071574dd59a7e767de.xml,Baroque,False,d minor,Polonaise in D minor,4/4,[],,72.0, 
128,J. S. Bach,piece-info.cgi?id=767,30.0,../data/output/9091c9cddeed916186dc43d67b5fc5fb459f3a95.xml,Baroque,False,F major,Air,4/4,[],,128.0, 
129,J. S. Bach,piece-info.cgi?id=1616,36.0,../data/output/b41820ada01191ca8d2727bb93b00900ba8d435c.xml,Baroque,False,a minor,Chorale prelude “Wer nur den lieben Gott läßt walten”,4/4,[],,60.0, 
130,L. V. Beethoven,piece-info.cgi?id=2070,238.69565217391306,../data/output/f9ea544c5ed593f53d10aeaee48a3d0ee2f3c98b.xml,Classical,False,F major,Sonata No. 1 (2nd Movement: Adagio),4/4,[],,46.0,1794/95
131,L. V. Beethoven,piece-info.cgi?id=1276,78.21428571428572,../data/output/b13f9f1de799aa7a0ddc3c5fcaf1679e53151c44.xml,Classical,False,f minor,Sonata No. 1 (3rd Movement: Allegretto),4/4,[],,168.0,1794/95
132,J. S. Bach,piece-info.cgi?id=750,261.59999999999997,../data/output/f72ef9c317ccdc13c6312f51dc76afcb285d48cb.xml,Baroque,False,d minor,"Die Kunst der Fuge, Contrapunctus XV - Canon per Augmentationem in Contrario Motu",4/4,[],,100.0,?-1750
133,L. V. Beethoven,piece-info.cgi?id=1277,264.0,../data/output/d79b63756bc44643f3376f95ef6ef2d361b8bd89.xml,Classical,False,f minor,Sonata No. 1 (4th Movement: Prestissimo),4/4,[],,180.0,1794/95
